,ball_no,inning,ovr,runs_batter,runs_w_extras
82,83,2.0,25.6,0.0,0.0
83,84,2.0,26.3,1.0,1.0
84,85,2.0,26.6,0.0,0.0
85,86,2.0,27.2,1.0,1.0
86,87,2.0,28.1,0.0,0.0
87,88,2.0,28.2,2.0,2.0
88,89,2.0,28.3,0.0,0.0
89,90,2.0,28.4,2.0,2.0
90,91,2.0,28.5,0.0,0.0
91,92,2.0,28.6,1.0,1.0
92,93,2.0,29.1,0.0,0.0
93,94,2.0,29.2,0.0,1.0
94,95,2.0,29.2,1.0,1.0
95,96,2.0,30.1,6.0,6.0
96,97,2.0,30.2,0.0,0.0
97,98,2.0,30.3,0.0,0.0
98,99,2.0,30.4,4.0,4.0
99,100,2.0,30.5,0.0,0.0
100,101,2.0,30.6,1.0,1.0
101,102,2.0,31.1,4.0,4.0
102,103,2.0,31.2,2.0,2.0
103,104,2.0,31.3,0.0,0.0
104,105,2.0,31.4,0.0,0.0
105,106,2.0,31.5,1.0,1.0
106,107,2.0,32.1,1.0,1.0
